time,stability,delta,alert
3482,97.53647712831386,-0.000707908871163454,Normal
3483,97.5357692194427,-0.000707908871163454,Normal
3484,97.53506131057152,-0.0007079088711776649,Normal
3485,97.53435340170034,-0.0007079088711776649,Normal
3486,97.53364549282917,-0.0007079088711776649,Normal
3487,97.53293758395799,-0.0007079088711776649,Normal
3488,97.53222967508682,-0.000707908871163454,Normal
3489,97.53152176621566,-0.000707908871163454,Normal
3490,97.53081385734447,-0.0007079088711918757,Normal
3491,97.5301059484733,-0.000707908871163454,Normal
3492,97.52939803960211,-0.0007079088711918757,Normal
3493,97.52869013073095,-0.000707908871163454,Normal
3494,97.52798222185977,-0.0007079088711776649,Normal
3495,97.5272743129886,-0.0007079088711776649,Normal
3496,97.52656640411743,-0.000707908871163454,Normal
3497,97.52585849524624,-0.0007079088711918757,Normal
3498,97.52515058637508,-0.000707908871163454,Normal
3499,97.52444267750391,-0.000707908871163454,Normal
3500,97.52373476863274,-0.0007079088711776649,Normal
3501,97.52302685976154,-0.0007079088711918757,Normal
3502,97.52231895089037,-0.0007079088711776649,Normal
3503,97.5216110420192,-0.000707908871163454,Normal
3504,97.52090313314804,-0.000707908871163454,Normal
3505,97.52019522427686,-0.0007079088711776649,Normal
3506,97.51948731540568,-0.0007079088711776649,Normal
3507,97.5187794065345,-0.0007079088711776649,Normal
3508,97.51807149766333,-0.0007079088711776649,Normal
3509,97.51736358879216,-0.000707908871163454,Normal
3510,97.516655679921,-0.000707908871163454,Normal
3511,97.51594777104981,-0.0007079088711918757,Normal
3512,97.51523986217865,-0.000707908871163454,Normal
3513,97.51453195330745,-0.0007079088711918757,Normal
3514,97.51382404443629,-0.000707908871163454,Normal
3515,97.51311613556513,-0.000707908871163454,Normal
3516,97.51240822669395,-0.0007079088711776649,Normal
3517,97.51170031782276,-0.0007079088711918757,Normal
3518,97.5109924089516,-0.000707908871163454,Normal
3519,97.51028450008042,-0.0007079088711776649,Normal
3520,97.50957659120925,-0.000707908871163454,Normal
3521,97.50886868233806,-0.0007079088711918757,Normal
3522,97.5081607734669,-0.000707908871163454,Normal
3523,97.50745286459573,-0.000707908871163454,Normal
3524,97.50674495572454,-0.0007079088711918757,Normal
3525,97.50603704685338,-0.000707908871163454,Normal
3526,97.5053291379822,-0.0007079088711776649,Normal
3527,97.50462122911102,-0.0007079088711776649,Normal
3528,97.50391332023986,-0.000707908871163454,Normal
3529,97.50320541136867,-0.0007079088711918757,Normal
3530,97.5024975024975,-0.000707908871163454,Normal
3531,97.50178959362634,-0.000707908871163454,Normal
3532,97.50108168475516,-0.0007079088711776649,Normal
3533,97.50037377588397,-0.0007079088711918757,Normal
3534,97.4996658670128,-0.0007079088711776649,Normal
3535,97.49895795814163,-0.000707908871163454,Normal
3536,97.49825004927047,-0.000707908871163454,Normal
3537,97.49754214039929,-0.0007079088711776649,Normal
3538,97.49683423152811,-0.0007079088711776649,Normal
3539,97.49612632265693,-0.0007079088711776649,Normal
3540,97.49541841378576,-0.0007079088711776649,Normal
3541,97.4947105049146,-0.000707908871163454,Normal
3542,97.49400259604343,-0.000707908871163454,Normal
3543,97.49329468717224,-0.0007079088711918757,Normal
3544,97.49258677830107,-0.000707908871163454,Normal
3545,97.49187886942988,-0.0007079088711918757,Normal
3546,97.49117096055872,-0.000707908871163454,Normal
3547,97.49046305168756,-0.000707908871163454,Normal
3548,97.48975514281638,-0.0007079088711776649,Normal
3549,97.48904723394519,-0.0007079088711918757,Normal
3550,97.48833932507401,-0.0007079088711776649,Normal
3551,97.48763141620285,-0.000707908871163454,Normal
3552,97.48692350733167,-0.0007079088711776649,Normal
3553,97.48621559846049,-0.0007079088711776649,Normal
3554,97.48550768958933,-0.000707908871163454,Normal
3555,97.48479978071815,-0.0007079088711776649,Normal
3556,97.48409187184697,-0.0007079088711776649,Normal
3557,97.48338396297581,-0.000707908871163454,Normal
3558,97.48267605410463,-0.0007079088711776649,Normal
3559,97.48196814523344,-0.0007079088711918757,Normal
3560,97.48126023636227,-0.000707908871163454,Normal
3561,97.4805523274911,-0.0007079088711776649,Normal
3562,97.47984441861993,-0.000707908871163454,Normal
3563,97.47913650974876,-0.0007079088711776649,Normal
3564,97.47842860087758,-0.0007079088711776649,Normal
3565,97.4777206920064,-0.0007079088711776649,Normal
3566,97.47701278313522,-0.0007079088711776649,Normal
3567,97.47630487426406,-0.000707908871163454,Normal
3568,97.47559696539288,-0.0007079088711776649,Normal
3569,97.4748890565217,-0.0007079088711776649,Normal
3570,97.47418114765053,-0.0007079088711776649,Normal
3571,97.47347323877936,-0.000707908871163454,Normal
3572,97.47276532990819,-0.0007079088711776649,Normal
3573,97.47205742103702,-0.000707908871163454,Normal
3574,97.47134951216584,-0.0007079088711776649,Normal
3575,97.47064160329465,-0.0007079088711918757,Normal
3576,97.46993369442349,-0.000707908871163454,Normal
3577,97.46922578555231,-0.0007079088711776649,Normal
3578,97.46851787668115,-0.000707908871163454,Normal
3579,97.46780996780997,-0.0007079088711776649,Normal
3580,97.4671020589388,-0.000707908871163454,Normal
3581,97.46639415006761,-0.0007079088711918757,Normal
3582,97.46568624119644,-0.0007079088711776649,Normal
3583,97.46497833232527,-0.000707908871163454,Normal
3584,97.4642704234541,-0.0007079088711776649,Normal
3585,97.46356251458292,-0.0007079088711776649,Normal
3586,97.46285460571175,-0.000707908871163454,Normal
3587,97.46214669684058,-0.0007079088711776649,Normal
3588,97.4614387879694,-0.0007079088711776649,Normal
3589,97.46073087909824,-0.000707908871163454,Normal
3590,97.46002297022706,-0.0007079088711776649,Normal
3591,97.45931506135587,-0.0007079088711918757,Normal
3592,97.4586071524847,-0.000707908871163454,Normal
3593,97.45789924361353,-0.0007079088711776649,Normal
3594,97.45719133474236,-0.000707908871163454,Normal
3595,97.45648342587118,-0.0007079088711776649,Normal
3596,97.455775517,-0.0007079088711776649,Normal
3597,97.45506760812883,-0.0007079088711776649,Normal
3598,97.45435969925765,-0.0007079088711776649,Normal
3599,97.45365179038649,-0.000707908871163454,Normal
3600,97.45294388151531,-0.0007079088711776649,Normal
3601,97.45223597264415,-0.000707908871163454,Normal
3602,97.45152806377295,-0.0007079088711918757,Normal
3603,97.45082015490179,-0.000707908871163454,Normal
3604,97.45011224603061,-0.0007079088711776649,Normal
3605,97.44940433715945,-0.000707908871163454,Normal
3606,97.44869642828826,-0.0007079088711918757,Normal
3607,97.4479885194171,-0.000707908871163454,Normal
3608,97.44728061054592,-0.0007079088711776649,Normal
3609,97.44657270167474,-0.0007079088711776649,Normal
3610,97.44586479280358,-0.000707908871163454,Normal
3611,97.4451568839324,-0.0007079088711776649,Normal
3612,97.4444489750612,-0.0007079088711918757,Normal
3613,97.44374106619004,-0.000707908871163454,Normal
3614,97.44303315731887,-0.0007079088711776649,Normal
3615,97.4423252484477,-0.000707908871163454,Normal
3616,97.44161733957652,-0.0007079088711776649,Normal
3617,97.44090943070535,-0.0007079088711776649,Normal
3618,97.44020152183417,-0.0007079088711776649,Normal
3619,97.43949361296299,-0.0007079088711776649,Normal
3620,97.43878570409183,-0.000707908871163454,Normal
3621,97.43807779522065,-0.0007079088711776649,Normal
3622,97.43736988634947,-0.0007079088711776649,Normal
3623,97.43666197747831,-0.000707908871163454,Normal
3624,97.43595406860713,-0.0007079088711776649,Normal
3625,97.43524615973595,-0.0007079088711776649,Normal
3626,97.43453825086479,-0.000707908871163454,Normal
3627,97.43383034199361,-0.0007079088711776649,Normal
3628,97.43312243312243,-0.0007079088711776649,Normal
3629,97.43241452425126,-0.0007079088711776649,Normal
3630,97.43170661538008,-0.0007079088711776649,Normal
3631,97.43099870650892,-0.000707908871163454,Normal
3632,97.43029079763774,-0.0007079088711776649,Normal
3633,97.42958288876656,-0.0007079088711776649,Normal
3634,97.42887497989538,-0.0007079088711776649,Normal
3635,97.42816707102422,-0.000707908871163454,Normal
3636,97.42745916215304,-0.0007079088711776649,Normal
3637,97.42675125328188,-0.000707908871163454,Normal
3638,97.42604334441069,-0.0007079088711918757,Normal
3639,97.42533543553952,-0.000707908871163454,Normal
3640,97.42462752666835,-0.0007079088711776649,Normal
3641,97.42391961779717,-0.0007079088711776649,Normal
3642,97.423211708926,-0.000707908871163454,Normal
3643,97.42250380005483,-0.0007079088711776649,Normal
3644,97.42179589118363,-0.0007079088711918757,Normal
3645,97.42108798231247,-0.000707908871163454,Normal
3646,97.4203800734413,-0.0007079088711776649,Normal
3647,97.41967216457013,-0.000707908871163454,Normal
3648,97.41896425569895,-0.0007079088711776649,Normal
3649,97.41825634682777,-0.0007079088711776649,Normal
3650,97.4175484379566,-0.0007079088711776649,Normal
3651,97.41684052908542,-0.0007079088711776649,Normal
3652,97.41613262021426,-0.000707908871163454,Normal
3653,97.41542471134308,-0.0007079088711776649,Normal
3654,97.4147168024719,-0.0007079088711776649,Normal
3655,97.41400889360072,-0.0007079088711776649,Normal
3656,97.41330098472956,-0.000707908871163454,Normal
3657,97.41259307585838,-0.0007079088711776649,Normal
3658,97.41188516698722,-0.000707908871163454,Normal
3659,97.41117725811603,-0.0007079088711918757,Normal
3660,97.41046934924486,-0.000707908871163454,Normal
3661,97.40976144037367,-0.0007079088711918757,Normal
3662,97.40905353150251,-0.000707908871163454,Normal
3663,97.40834562263134,-0.000707908871163454,Normal
3664,97.40763771376017,-0.0007079088711776649,Normal
3665,97.40692980488899,-0.0007079088711776649,Normal
3666,97.40622189601781,-0.0007079088711776649,Normal
3667,97.40551398714663,-0.0007079088711776649,Normal
3668,97.40480607827547,-0.000707908871163454,Normal
3669,97.4040981694043,-0.000707908871163454,Normal
3670,97.40339026053311,-0.0007079088711918757,Normal
3671,97.40268235166195,-0.000707908871163454,Normal
3672,97.40197444279076,-0.0007079088711918757,Normal
3673,97.4012665339196,-0.000707908871163454,Normal
3674,97.40055862504843,-0.000707908871163454,Normal
3675,97.39985071617726,-0.0007079088711776649,Normal
3676,97.39914280730606,-0.0007079088711918757,Normal
3677,97.3984348984349,-0.000707908871163454,Normal
3678,97.39772698956372,-0.0007079088711776649,Normal
3679,97.39701908069256,-0.000707908871163454,Normal
3680,97.39631117182137,-0.0007079088711918757,Normal
3681,97.3956032629502,-0.000707908871163454,Normal
3682,97.39489535407904,-0.000707908871163454,Normal
3683,97.39418744520785,-0.0007079088711918757,Normal
3684,97.39347953633668,-0.000707908871163454,Normal
3685,97.3927716274655,-0.0007079088711776649,Normal
3686,97.39206371859433,-0.0007079088711776649,Normal
3687,97.39135580972317,-0.000707908871163454,Normal
3688,97.39064790085197,-0.0007079088711918757,Normal
3689,97.38993999198081,-0.000707908871163454,Normal
3690,97.38923208310965,-0.000707908871163454,Normal
3691,97.38852417423847,-0.0007079088711776649,Normal
3692,97.38781626536728,-0.0007079088711918757,Normal
3693,97.3871083564961,-0.0007079088711776649,Normal
3694,97.38640044762494,-0.000707908871163454,Normal
3695,97.38569253875377,-0.000707908871163454,Normal
3696,97.3849846298826,-0.0007079088711776649,Normal
3697,97.38427672101142,-0.0007079088711776649,Normal
3698,97.38356881214024,-0.0007079088711776649,Normal
3699,97.38286090326906,-0.0007079088711776649,Normal
3700,97.3821529943979,-0.000707908871163454,Normal
3701,97.38144508552674,-0.000707908871163454,Normal
3702,97.38073717665554,-0.0007079088711918757,Normal
3703,97.38002926778438,-0.000707908871163454,Normal
3704,97.37932135891319,-0.0007079088711918757,Normal
3705,97.37861345004202,-0.000707908871163454,Normal
3706,97.37790554117086,-0.000707908871163454,Normal
3707,97.37719763229968,-0.0007079088711776649,Normal
3708,97.37648972342849,-0.0007079088711918757,Normal
3709,97.37578181455733,-0.000707908871163454,Normal
3710,97.37507390568615,-0.0007079088711776649,Normal
3711,97.37436599681499,-0.000707908871163454,Normal
3712,97.3736580879438,-0.0007079088711918757,Normal
3713,97.37295017907263,-0.000707908871163454,Normal
3714,97.37224227020145,-0.0007079088711776649,Normal
3715,97.37153436133028,-0.0007079088711776649,Normal
3716,97.37082645245911,-0.000707908871163454,Normal
3717,97.37011854358794,-0.0007079088711776649,Normal
3718,97.36941063471674,-0.0007079088711918757,Normal
3719,97.36870272584558,-0.000707908871163454,Normal
3720,97.3679948169744,-0.0007079088711776649,Normal
3721,97.36728690810324,-0.000707908871163454,Normal
3722,97.36657899923206,-0.0007079088711776649,Normal
3723,97.36587109036088,-0.0007079088711776649,Normal
3724,97.3651631814897,-0.0007079088711776649,Normal
3725,97.36445527261853,-0.0007079088711776649,Normal
3726,97.36374736374736,-0.000707908871163454,Normal
3727,97.36303945487619,-0.0007079088711776649,Normal
3728,97.36233154600501,-0.0007079088711776649,Normal
3729,97.36162363713385,-0.000707908871163454,Normal
3730,97.36091572826267,-0.0007079088711776649,Normal
3731,97.36020781939149,-0.0007079088711776649,Normal
3732,97.35949991052033,-0.000707908871163454,Normal
3733,97.35879200164915,-0.0007079088711776649,Normal
3734,97.35808409277797,-0.0007079088711776649,Normal
3735,97.3573761839068,-0.0007079088711776649,Normal
3736,97.35666827503562,-0.0007079088711776649,Normal
3737,97.35596036616445,-0.000707908871163454,Normal
3738,97.35525245729328,-0.0007079088711776649,Normal
3739,97.3545445484221,-0.0007079088711776649,Normal
3740,97.35383663955092,-0.0007079088711776649,Normal
3741,97.35312873067976,-0.000707908871163454,Normal
3742,97.35242082180858,-0.0007079088711776649,Normal
3743,97.35171291293742,-0.000707908871163454,Normal
3744,97.35100500406622,-0.0007079088711918757,Normal
3745,97.35029709519506,-0.000707908871163454,Normal
3746,97.34958918632388,-0.0007079088711776649,Normal
3747,97.3488812774527,-0.0007079088711776649,Normal
3748,97.34817336858154,-0.000707908871163454,Normal
3749,97.34746545971036,-0.0007079088711776649,Normal
3750,97.34675755083917,-0.0007079088711918757,Normal
3751,97.34604964196801,-0.000707908871163454,Normal
3752,97.34534173309683,-0.0007079088711776649,Normal
3753,97.34463382422567,-0.000707908871163454,Normal
3754,97.34392591535449,-0.0007079088711776649,Normal
3755,97.34321800648331,-0.0007079088711776649,Normal
3756,97.34251009761213,-0.0007079088711776649,Normal
3757,97.34180218874096,-0.0007079088711776649,Normal
3758,97.3410942798698,-0.000707908871163454,Normal
3759,97.34038637099862,-0.0007079088711776649,Normal
3760,97.33967846212744,-0.0007079088711776649,Normal
3761,97.33897055325627,-0.000707908871163454,Normal
3762,97.3382626443851,-0.0007079088711776649,Normal
3763,97.33755473551392,-0.0007079088711776649,Normal
3764,97.33684682664276,-0.000707908871163454,Normal
3765,97.33613891777158,-0.0007079088711776649,Normal
3766,97.33543100890039,-0.0007079088711918757,Normal
3767,97.33472310002921,-0.0007079088711776649,Normal
3768,97.33401519115804,-0.000707908871163454,Normal
3769,97.33330728228688,-0.000707908871163454,Normal
3770,97.3325993734157,-0.0007079088711776649,Normal
3771,97.33189146454453,-0.0007079088711776649,Normal
3772,97.33118355567335,-0.0007079088711776649,Normal
3773,97.33047564680217,-0.0007079088711776649,Normal
3774,97.32976773793101,-0.000707908871163454,Normal
3775,97.32905982905984,-0.000707908871163454,Normal
3776,97.32835192018865,-0.0007079088711918757,Normal
3777,97.32764401131749,-0.000707908871163454,Normal
3778,97.3269361024463,-0.0007079088711918757,Normal
3779,97.32622819357513,-0.000707908871163454,Normal
3780,97.32552028470397,-0.000707908871163454,Normal
3781,97.32481237583279,-0.0007079088711776649,Normal
3782,97.3241044669616,-0.0007079088711918757,Normal
3783,97.32339655809044,-0.000707908871163454,Normal
3784,97.32268864921926,-0.0007079088711776649,Normal
3785,97.3219807403481,-0.000707908871163454,Normal
3786,97.3212728314769,-0.0007079088711918757,Normal
3787,97.32056492260574,-0.000707908871163454,Normal
3788,97.31985701373458,-0.000707908871163454,Normal
3789,97.31914910486338,-0.0007079088711918757,Normal
3790,97.31844119599222,-0.000707908871163454,Normal
3791,97.31773328712104,-0.0007079088711776649,Normal
3792,97.31702537824987,-0.0007079088711776649,Normal
3793,97.3163174693787,-0.000707908871163454,Normal
3794,97.31560956050751,-0.0007079088711918757,Normal
3795,97.31490165163635,-0.000707908871163454,Normal
3796,97.31419374276518,-0.000707908871163454,Normal
3797,97.313485833894,-0.0007079088711776649,Normal
3798,97.31277792502281,-0.0007079088711918757,Normal
3799,97.31207001615164,-0.0007079088711776649,Normal
3800,97.31136210728047,-0.000707908871163454,Normal
3801,97.31065419840931,-0.000707908871163454,Normal
3802,97.30994628953813,-0.0007079088711776649,Normal
3803,97.30923838066695,-0.0007079088711776649,Normal
3804,97.30853047179578,-0.0007079088711776649,Normal
3805,97.3078225629246,-0.0007079088711776649,Normal
3806,97.30711465405344,-0.000707908871163454,Normal
3807,97.30640674518227,-0.000707908871163454,Normal
3808,97.30569883631108,-0.0007079088711918757,Normal
3809,97.30499092743992,-0.000707908871163454,Normal
3810,97.30428301856873,-0.0007079088711918757,Normal
3811,97.30357510969756,-0.000707908871163454,Normal
3812,97.3028672008264,-0.000707908871163454,Normal
3813,97.30215929195522,-0.0007079088711776649,Normal
3814,97.30145138308403,-0.0007079088711918757,Normal
3815,97.30074347421287,-0.000707908871163454,Normal
3816,97.30003556534169,-0.0007079088711776649,Normal
3817,97.29932765647052,-0.000707908871163454,Normal
3818,97.29861974759933,-0.0007079088711918757,Normal
3819,97.29791183872817,-0.000707908871163454,Normal
3820,97.29720392985699,-0.0007079088711776649,Normal
3821,97.29649602098581,-0.0007079088711776649,Normal
3822,97.29578811211465,-0.000707908871163454,Normal
3823,97.29508020324347,-0.0007079088711776649,Normal
3824,97.29437229437228,-0.0007079088711918757,Normal
3825,97.29366438550112,-0.000707908871163454,Normal
3826,97.29295647662994,-0.0007079088711776649,Normal
3827,97.29224856775878,-0.000707908871163454,Normal
3828,97.2915406588876,-0.0007079088711776649,Normal
3829,97.29083275001642,-0.0007079088711776649,Normal
3830,97.29012484114524,-0.0007079088711776649,Normal
3831,97.28941693227407,-0.0007079088711776649,Normal
3832,97.2887090234029,-0.000707908871163454,Normal
3833,97.28800111453172,-0.0007079088711776649,Normal
3834,97.28729320566055,-0.0007079088711776649,Normal
3835,97.28658529678938,-0.000707908871163454,Normal
3836,97.2858773879182,-0.0007079088711776649,Normal
3837,97.28516947904703,-0.0007079088711776649,Normal
3838,97.28446157017586,-0.000707908871163454,Normal
3839,97.28375366130469,-0.0007079088711776649,Normal
3840,97.28304575243351,-0.0007079088711776649,Normal
3841,97.28233784356233,-0.0007079088711776649,Normal
3842,97.28162993469115,-0.0007079088711776649,Normal
3843,97.28092202581999,-0.000707908871163454,Normal
3844,97.28021411694881,-0.0007079088711776649,Normal
3845,97.27950620807763,-0.0007079088711776649,Normal
3846,97.27879829920646,-0.0007079088711776649,Normal
3847,97.2780903903353,-0.000707908871163454,Normal
3848,97.27738248146412,-0.0007079088711776649,Normal
3849,97.27667457259295,-0.000707908871163454,Normal
3850,97.27596666372176,-0.0007079088711918757,Normal
3851,97.2752587548506,-0.000707908871163454,Normal
3852,97.27455084597942,-0.0007079088711776649,Normal
3853,97.27384293710824,-0.0007079088711776649,Normal
3854,97.27313502823708,-0.000707908871163454,Normal
3855,97.2724271193659,-0.0007079088711776649,Normal
3856,97.27171921049471,-0.0007079088711918757,Normal
3857,97.27101130162355,-0.000707908871163454,Normal
3858,97.27030339275237,-0.0007079088711776649,Normal
3859,97.2695954838812,-0.000707908871163454,Normal
3860,97.26888757501003,-0.0007079088711776649,Normal
3861,97.26817966613885,-0.0007079088711776649,Normal
3862,97.26747175726767,-0.0007079088711776649,Normal
3863,97.2667638483965,-0.0007079088711776649,Normal
3864,97.26605593952533,-0.000707908871163454,Normal
3865,97.26534803065415,-0.0007079088711776649,Normal
3866,97.26464012178297,-0.0007079088711776649,Normal
3867,97.26393221291181,-0.000707908871163454,Normal
3868,97.26322430404063,-0.0007079088711776649,Normal
3869,97.26251639516946,-0.0007079088711776649,Normal
3870,97.26180848629829,-0.000707908871163454,Normal
3871,97.26110057742711,-0.0007079088711776649,Normal
3872,97.26039266855594,-0.0007079088711776649,Normal
3873,97.25968475968476,-0.0007079088711776649,Normal
3874,97.25897685081358,-0.0007079088711776649,Normal
3875,97.25826894194242,-0.000707908871163454,Normal
3876,97.25756103307124,-0.0007079088711776649,Normal
3877,97.25685312420005,-0.0007079088711918757,Normal
3878,97.25614521532889,-0.000707908871163454,Normal
3879,97.25543730645771,-0.0007079088711776649,Normal
3880,97.25472939758654,-0.000707908871163454,Normal
3881,97.25402148871537,-0.0007079088711776649,Normal
3882,97.25331357984419,-0.0007079088711776649,Normal
3883,97.25260567097301,-0.0007079088711776649,Normal
3884,97.25189776210183,-0.0007079088711776649,Normal
3885,97.25118985323067,-0.000707908871163454,Normal
3886,97.25048194435949,-0.0007079088711776649,Normal
3887,97.24977403548831,-0.0007079088711776649,Normal
3888,97.24906612661715,-0.000707908871163454,Normal
3889,97.24835821774597,-0.0007079088711776649,Normal
3890,97.2476503088748,-0.0007079088711776649,Normal
3891,97.24694240000363,-0.000707908871163454,Normal
3892,97.24623449113245,-0.0007079088711776649,Normal
3893,97.24552658226128,-0.0007079088711776649,Normal
3894,97.2448186733901,-0.0007079088711776649,Normal
3895,97.24411076451892,-0.0007079088711776649,Normal
3896,97.24340285564776,-0.000707908871163454,Normal
3897,97.24269494677658,-0.0007079088711776649,Normal
3898,97.2419870379054,-0.0007079088711776649,Normal
3899,97.24127912903423,-0.0007079088711776649,Normal
3900,97.24057122016306,-0.000707908871163454,Normal
3901,97.23986331129188,-0.0007079088711776649,Normal
3902,97.23915540242072,-0.000707908871163454,Normal
3903,97.23844749354953,-0.0007079088711918757,Normal
3904,97.23773958467837,-0.000707908871163454,Normal
3905,97.23703167580719,-0.0007079088711776649,Normal
3906,97.23632376693601,-0.0007079088711776649,Normal
3907,97.23561585806485,-0.000707908871163454,Normal
3908,97.23490794919367,-0.0007079088711776649,Normal
3909,97.23420004032248,-0.0007079088711918757,Normal
3910,97.23349213145131,-0.000707908871163454,Normal
3911,97.23278422258014,-0.0007079088711776649,Normal
3912,97.23207631370897,-0.000707908871163454,Normal
3913,97.2313684048378,-0.0007079088711776649,Normal
3914,97.23066049596662,-0.0007079088711776649,Normal
3915,97.22995258709544,-0.0007079088711776649,Normal
3916,97.22924467822426,-0.0007079088711776649,Normal
3917,97.2285367693531,-0.000707908871163454,Normal
3918,97.22782886048192,-0.0007079088711776649,Normal
3919,97.22712095161074,-0.0007079088711776649,Normal
3920,97.22641304273958,-0.000707908871163454,Normal
3921,97.2257051338684,-0.0007079088711776649,Normal
3922,97.22499722499722,-0.0007079088711776649,Normal
3923,97.22428931612606,-0.000707908871163454,Normal
3924,97.22358140725488,-0.0007079088711776649,Normal
3925,97.22287349838369,-0.0007079088711918757,Normal
3926,97.22216558951253,-0.000707908871163454,Normal
3927,97.22145768064135,-0.0007079088711776649,Normal
3928,97.22074977177019,-0.000707908871163454,Normal
3929,97.22004186289901,-0.0007079088711776649,Normal
3930,97.21933395402783,-0.0007079088711776649,Normal
3931,97.21862604515665,-0.0007079088711776649,Normal
3932,97.21791813628548,-0.0007079088711776649,Normal
3933,97.21721022741431,-0.000707908871163454,Normal
3934,97.21650231854314,-0.0007079088711776649,Normal
3935,97.21579440967196,-0.0007079088711776649,Normal
3936,97.21508650080078,-0.0007079088711776649,Normal
3937,97.2143785919296,-0.0007079088711776649,Normal
3938,97.21367068305844,-0.000707908871163454,Normal
3939,97.21296277418726,-0.0007079088711776649,Normal
3940,97.21225486531608,-0.0007079088711776649,Normal
3941,97.2115469564449,-0.0007079088711776649,Normal
3942,97.21083904757374,-0.000707908871163454,Normal
3943,97.21013113870256,-0.0007079088711776649,Normal
3944,97.2094232298314,-0.000707908871163454,Normal
3945,97.20871532096022,-0.0007079088711776649,Normal
3946,97.20800741208903,-0.0007079088711918757,Normal
3947,97.20729950321787,-0.000707908871163454,Normal
3948,97.20659159434669,-0.0007079088711776649,Normal
3949,97.20588368547553,-0.000707908871163454,Normal
3950,97.20517577660435,-0.0007079088711776649,Normal
3951,97.20446786773319,-0.000707908871163454,Normal
3952,97.203759958862,-0.0007079088711918757,Normal
3953,97.20305204999082,-0.0007079088711776649,Normal
3954,97.20234414111965,-0.000707908871163454,Normal
3955,97.20163623224848,-0.0007079088711776649,Normal
3956,97.2009283233773,-0.0007079088711776649,Normal
3957,97.20022041450613,-0.000707908871163454,Normal
3958,97.19951250563496,-0.0007079088711776649,Normal
3959,97.19880459676378,-0.0007079088711776649,Normal
3960,97.19809668789262,-0.000707908871163454,Normal
3961,97.19738877902144,-0.0007079088711776649,Normal
3962,97.19668087015025,-0.0007079088711918757,Normal
3963,97.19597296127908,-0.000707908871163454,Normal
3964,97.1952650524079,-0.0007079088711776649,Normal
3965,97.19455714353674,-0.000707908871163454,Normal
3966,97.19384923466556,-0.0007079088711776649,Normal
3967,97.19314132579439,-0.0007079088711776649,Normal
3968,97.19243341692321,-0.0007079088711776649,Normal
3969,97.19172550805203,-0.0007079088711776649,Normal
3970,97.19101759918087,-0.000707908871163454,Normal
3971,97.19030969030969,-0.0007079088711776649,Normal
3972,97.18960178143851,-0.0007079088711776649,Normal
3973,97.18889387256733,-0.0007079088711776649,Normal
3974,97.18818596369617,-0.000707908871163454,Normal
3975,97.187478054825,-0.0007079088711776649,Normal
3976,97.18677014595383,-0.000707908871163454,Normal
3977,97.18606223708264,-0.0007079088711918757,Normal
3978,97.18535432821147,-0.000707908871163454,Normal
3979,97.18464641934028,-0.0007079088711918757,Normal
3980,97.18393851046912,-0.000707908871163454,Normal
3981,97.18323060159796,-0.000707908871163454,Normal
3982,97.18252269272678,-0.0007079088711776649,Normal
3983,97.1818147838556,-0.0007079088711776649,Normal
3984,97.18110687498442,-0.0007079088711776649,Normal
3985,97.18039896611324,-0.0007079088711776649,Normal
3986,97.17969105724208,-0.000707908871163454,Normal
3987,97.17898314837092,-0.000707908871163454,Normal
3988,97.17827523949973,-0.0007079088711918757,Normal
3989,97.17756733062856,-0.000707908871163454,Normal
3990,97.17685942175737,-0.0007079088711918757,Normal
3991,97.17615151288621,-0.000707908871163454,Normal
3992,97.17544360401503,-0.0007079088711776649,Normal
3993,97.17473569514385,-0.0007079088711776649,Normal
3994,97.17402778627267,-0.0007079088711776649,Normal
3995,97.17331987740151,-0.000707908871163454,Normal
3996,97.17261196853033,-0.0007079088711776649,Normal
3997,97.17190405965917,-0.000707908871163454,Normal
3998,97.17119615078799,-0.0007079088711776649,Normal
3999,97.1704882419168,-0.0007079088711918757,Normal
4000,97.16978033304564,-0.000707908871163454,Normal
4001,97.16907242417446,-0.0007079088711776649,Normal
4002,97.1683645153033,-0.000707908871163454,Normal
4003,97.16765660643212,-0.0007079088711776649,Normal
4004,97.16694869756095,-0.000707908871163454,Normal
4005,97.16624078868976,-0.0007079088711918757,Normal
4006,97.16553287981858,-0.0007079088711776649,Normal
4007,97.16482497094742,-0.000707908871163454,Normal
4008,97.16411706207624,-0.0007079088711776649,Normal
4009,97.16340915320507,-0.0007079088711776649,Normal
4010,97.1627012443339,-0.000707908871163454,Normal
4011,97.16199333546272,-0.0007079088711776649,Normal
4012,97.16128542659155,-0.0007079088711776649,Normal
4013,97.16057751772038,-0.000707908871163454,Normal
4014,97.1598696088492,-0.0007079088711776649,Normal
4015,97.15916169997801,-0.0007079088711918757,Normal
4016,97.15845379110685,-0.000707908871163454,Normal
4017,97.15774588223567,-0.0007079088711776649,Normal
4018,97.15703797336451,-0.000707908871163454,Normal
4019,97.15633006449333,-0.0007079088711776649,Normal
4020,97.15562215562215,-0.0007079088711776649,Normal
4021,97.15491424675098,-0.0007079088711776649,Normal
4022,97.1542063378798,-0.0007079088711776649,Normal
4023,97.15349842900864,-0.000707908871163454,Normal
4024,97.15279052013746,-0.0007079088711776649,Normal
4025,97.15208261126628,-0.0007079088711776649,Normal
4026,97.1513747023951,-0.0007079088711776649,Normal
4027,97.15066679352394,-0.000707908871163454,Normal
